OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
1385,GO-20232603209,2023-11-10 05:00:00,2023,November,10,Friday,314,D22,Stabbing,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5220203187876,43.62201302297402
1386,GO-20232643558,2023-11-15 05:00:00,2023,November,15,Wednesday,319,D33,Other,150,Fenside-Parkwoods (150),045,Parkwoods-Donalda (45),-79.31658447049931,43.75387332246843
1387,GO-20232784341,2023-12-02 05:00:00,2023,December,2,Saturday,336,D55,Other,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.29693486007021,43.701357205106405
1388,GO-20232774550,2023-12-02 05:00:00,2023,December,2,Saturday,336,D32,Stabbing,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),-79.39682691443171,43.75943988810597
1389,GO-20232830913,2023-12-09 05:00:00,2023,December,9,Saturday,343,D31,Shooting,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.52657854157589,43.71692794700012
1390,GO-20232842259,2023-12-10 05:00:00,2023,December,10,Sunday,344,D41,Other,126,Dorset Park (126),126,Dorset Park (126),-79.28532019114809,43.76852203547369
1391,GO-20232842259,2023-12-10 05:00:00,2023,December,10,Sunday,344,D41,Other,126,Dorset Park (126),126,Dorset Park (126),-79.28532019114809,43.76852203547369
1392,GO-20232852385,2023-12-12 05:00:00,2023,December,12,Tuesday,346,D55,Stabbing,063,The Beaches (63),063,The Beaches (63),-79.30987263266313,43.669647803608285
1393,GO-20232934827,2023-12-22 05:00:00,2023,December,22,Friday,356,D55,Shooting,062,East End-Danforth (62),062,East End-Danforth (62),-79.31064964484082,43.68616332452962
1394,GO-20232935410,2023-12-23 05:00:00,2023,December,23,Saturday,357,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.55219853085023,43.76914370623896
1395,GO-20232954061,2023-12-26 05:00:00,2023,December,26,Tuesday,360,D11,Other,087,High Park-Swansea (87),087,High Park-Swansea (87),-79.45585181471485,43.65266190849179
1396,GO-20232980418,2023-12-30 05:00:00,2023,December,30,Saturday,364,D14,Stabbing,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3996407334517,43.63648217558591
1397,GO-20248555,2024-01-02 05:00:00,2024,January,2,Tuesday,2,D32,Other,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.43738217659764,43.72852235648844
1398,GO-202441915,2024-01-04 05:00:00,2024,January,4,Thursday,4,D55,Other,057,Broadview North (57),057,Broadview North (57),-79.35494530996873,43.68930959249507
1399,GO-202432470,2024-01-05 05:00:00,2024,January,5,Friday,5,D31,Stabbing,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.50771414496857,43.723463046439576
1400,GO-202445043,2024-01-06 05:00:00,2024,January,6,Saturday,6,D11,Stabbing,086,Roncesvalles (86),086,Roncesvalles (86),-79.44220941926233,43.63948338915084
1401,GO-202482011,2024-01-11 05:00:00,2024,January,11,Thursday,11,D14,Stabbing,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.39187363604067,43.637651676755404
1402,GO-2024173183,2024-01-23 05:00:00,2024,January,23,Tuesday,23,D11,Other,086,Roncesvalles (86),086,Roncesvalles (86),-79.43999951999892,43.642478592137934
1403,GO-2024166708,2024-01-23 05:00:00,2024,January,23,Tuesday,23,D55,Other,069,Blake-Jones (69),069,Blake-Jones (69),-79.33980400996151,43.679072378012755
1404,GO-2024275367,2024-02-06 05:00:00,2024,February,6,Tuesday,37,D11,Shooting,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.44113121962172,43.65384790516632
1405,GO-2024308909,2024-02-10 05:00:00,2024,February,10,Saturday,41,D12,Other,113,Weston (113),113,Weston (113),-79.51619245237111,43.70015456517093
1406,GO-2024363811,2024-02-17 05:00:00,2024,February,17,Saturday,48,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.51967451372157,43.76590048621435
1407,GO-2024434274,2024-02-27 05:00:00,2024,February,27,Tuesday,58,D12,Shooting,113,Weston (113),113,Weston (113),-79.51983735567389,43.69927796926316
1408,GO-2024434274,2024-02-27 05:00:00,2024,February,27,Tuesday,58,D12,Shooting,113,Weston (113),113,Weston (113),-79.51983735567389,43.69927796926316
1409,GO-2024433846,2024-02-27 05:00:00,2024,February,27,Tuesday,58,D52,Other,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.38457514359952,43.654047193150866
1410,GO-2024453371,2024-02-29 05:00:00,2024,February,29,Thursday,60,D23,Shooting,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.60096336457501,43.734668569221824
1411,GO-2024480054,2024-03-03 05:00:00,2024,March,3,Sunday,63,D23,Shooting,004,Rexdale-Kipling (4),004,Rexdale-Kipling (4),-79.5597516349048,43.71341335562603
1412,GO-2024511473,2024-03-07 05:00:00,2024,March,7,Thursday,67,D22,Shooting,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),-79.56186008001315,43.6411132120874
1413,GO-2024545700,2024-03-12 04:00:00,2024,March,12,Tuesday,72,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.36423755850339,43.659102598206324
1414,GO-2024545700,2024-03-12 04:00:00,2024,March,12,Tuesday,72,D51,Shooting,072,Regent Park (72),072,Regent Park (72),-79.36423755850339,43.659102598206324
1415,GO-2024558575,2024-03-14 04:00:00,2024,March,14,Thursday,74,D43,Other,139,Scarborough Village (139),139,Scarborough Village (139),-79.20899339010683,43.74515619037297
1416,GO-2024671809,2024-03-28 04:00:00,2024,March,28,Thursday,88,D32,Shooting,027,York University Heights (27),027,York University Heights (27),-79.46691645682778,43.76884737138945
1417,GO-2024673427,2024-03-29 04:00:00,2024,March,29,Friday,89,D31,Stabbing,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),-79.53821838228862,43.73374245097268
1418,GO-2024734984,2024-04-06 04:00:00,2024,April,6,Saturday,97,D32,Stabbing,033,Clanton Park (33),033,Clanton Park (33),-79.43480050765257,43.737252661442724
1419,GO-2024772799,2024-04-11 04:00:00,2024,April,11,Thursday,102,D14,Shooting,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.40141083286166,43.64771728729138
1420,GO-2024800040,2024-04-14 04:00:00,2024,April,14,Sunday,105,D12,Shooting,113,Weston (113),113,Weston (113),-79.51423084947291,43.70169566023987
1421,GO-2024830325,2024-04-18 04:00:00,2024,April,18,Thursday,109,D22,Stabbing,010,Princess-Rosethorn (10),010,Princess-Rosethorn (10),-79.5458116869226,43.67671106845686
1422,GO-2024854549,2024-04-21 04:00:00,2024,April,21,Sunday,112,D22,Other,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.51581404956458,43.612079812736084
1423,GO-2024875857,2024-04-24 04:00:00,2024,April,24,Wednesday,115,D43,Stabbing,136,West Hill (136),136,West Hill (136),-79.18621380674915,43.7684035984007
1424,GO-2024881043,2024-04-24 04:00:00,2024,April,24,Wednesday,115,D51,Other,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37586124929459,43.65494689405061
1425,GO-2024881453,2024-04-25 04:00:00,2024,April,25,Thursday,116,D22,Shooting,019,Long Branch (19),019,Long Branch (19),-79.53420861964452,43.59526007482443
1426,GO-2024941489,2024-04-29 04:00:00,2024,April,29,Monday,120,D53,Stabbing,102,Forest Hill North (102),102,Forest Hill North (102),-79.42394870640686,43.70569927015349
1427,GO-2024978434,2024-05-07 04:00:00,2024,May,7,Tuesday,128,D13,Shooting,107,Oakwood Village (107),107,Oakwood Village (107),-79.43575520665226,43.68990698188647
1428,GO-20241013308,2024-05-11 04:00:00,2024,May,11,Saturday,132,D13,Shooting,107,Oakwood Village (107),107,Oakwood Village (107),-79.4473049856385,43.6963320656177
1429,GO-20241021707,2024-05-12 04:00:00,2024,May,12,Sunday,133,D51,Stabbing,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37586124929459,43.65494689405061
1430,GO-20241056408,2024-05-16 04:00:00,2024,May,16,Thursday,137,D41,Other,125,Ionview (125),125,Ionview (125),-79.27789139747219,43.72992377092435
1431,GO-20241100422,2024-05-22 04:00:00,2024,May,22,Wednesday,143,D51,Shooting,074,North St.James Town (74),074,North St.James Town (74),-79.37810805335265,43.66914190824558
1432,GO-20241141964,2024-05-27 04:00:00,2024,May,27,Monday,148,D41,Shooting,121,Oakridge (121),121,Oakridge (121),-79.27952567563452,43.70324281124357
1433,GO-20241198224,2024-06-02 04:00:00,2024,June,2,Sunday,154,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.58379757246055,43.74680967781584
1434,GO-20241198224,2024-06-02 04:00:00,2024,June,2,Sunday,154,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.58379757246055,43.74680967781584
1435,GO-20241301628,2024-06-15 04:00:00,2024,June,15,Saturday,167,D42,Shooting,148,East L'Amoreaux (148),117,L'Amoreaux (117),-79.3035167953214,43.7933366896039
1436,GO-20241317786,2024-06-17 04:00:00,2024,June,17,Monday,169,D33,Shooting,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.34635023810098,43.74784590748684
1437,GO-20241317786,2024-06-17 04:00:00,2024,June,17,Monday,169,D33,Shooting,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.34635023810098,43.74784590748684
1438,GO-20241330441,2024-06-19 04:00:00,2024,June,19,Wednesday,171,D51,Stabbing,073,Moss Park (73),073,Moss Park (73),-79.37354045284195,43.66094740005114
1439,GO-20241357594,2024-06-22 04:00:00,2024,June,22,Saturday,174,D41,Other,126,Dorset Park (126),126,Dorset Park (126),-79.27627532504614,43.753239757729055
1440,GO-20241381039,2024-06-24 04:00:00,2024,June,24,Monday,176,D12,Shooting,028,Rustic (28),028,Rustic (28),-79.50470964373855,43.71573754643957
1441,GO-20241387230,2024-06-25 04:00:00,2024,June,25,Tuesday,177,D11,Stabbing,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),-79.48481291483087,43.65014964791593
1442,GO-20241398541,2024-06-27 04:00:00,2024,June,27,Thursday,179,D33,Shooting,046,Pleasant View (46),046,Pleasant View (46),-79.33719935843614,43.79266735851692
1443,GO-20241406007,2024-06-27 04:00:00,2024,June,27,Thursday,179,D12,Other,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.4786543981729,43.68287790772459
1444,GO-20241478072,2024-07-06 04:00:00,2024,July,6,Saturday,188,D41,Shooting,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.3021538713469,43.76557662056564
1445,GO-20241485781,2024-07-08 04:00:00,2024,July,8,Monday,190,D14,Shooting,085,South Parkdale (85),085,South Parkdale (85),-79.43601502132704,43.63717448400747
1446,GO-20241513869,2024-07-11 04:00:00,2024,July,11,Thursday,193,D12,Other,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.4786543981729,43.68287790772459
1447,GO-20241590747,2024-07-21 04:00:00,2024,July,21,Sunday,203,D33,Stabbing,048,Hillcrest Village (48),048,Hillcrest Village (48),-79.35923393263953,43.80808865598471
1448,GO-20241610791,2024-07-24 04:00:00,2024,July,24,Wednesday,206,D41,Shooting,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.26648912923727,43.768947856507914
1449,GO-20241610791,2024-07-24 04:00:00,2024,July,24,Wednesday,206,D41,Shooting,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.26648912923727,43.768947856507914
1450,GO-20241735319,2024-08-08 04:00:00,2024,August,8,Thursday,221,D55,Shooting,063,The Beaches (63),063,The Beaches (63),-79.30676943168366,43.66513980036971
1451,GO-20241845574,2024-08-23 04:00:00,2024,August,23,Friday,236,D22,Stabbing,020,Alderwood (20),020,Alderwood (20),-79.54539468544611,43.610562301826704
1452,GO-20241845574,2024-08-23 04:00:00,2024,August,23,Friday,236,D22,Stabbing,020,Alderwood (20),020,Alderwood (20),-79.54539468544611,43.610562301826704
1453,GO-20241872807,2024-08-27 04:00:00,2024,August,27,Tuesday,240,D31,Shooting,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),-79.53391778412055,43.73463385112603
1454,GO-20241881216,2024-08-28 04:00:00,2024,August,28,Wednesday,241,D14,Other,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.42821672392645,43.65322340002876
1455,GO-20241905609,2024-08-30 04:00:00,2024,August,30,Friday,243,D41,Shooting,121,Oakridge (121),121,Oakridge (121),-79.27821837010816,43.69438622572711
1456,GO-20241914605,2024-09-01 04:00:00,2024,September,1,Sunday,245,D13,Shooting,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.44278558784455,43.69729606471763
1457,GO-20241925882,2024-09-02 04:00:00,2024,September,2,Monday,246,D12,Shooting,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),-79.4876212709472,43.695241373930195
1458,GO-20241999220,2024-09-12 04:00:00,2024,September,12,Thursday,256,D22,Stabbing,018,New Toronto (18),018,New Toronto (18),-79.50526356471832,43.600779842837305
1459,GO-20242041625,2024-09-17 04:00:00,2024,September,17,Tuesday,261,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.51473051613645,43.76721268870932
1460,GO-20242041625,2024-09-17 04:00:00,2024,September,17,Tuesday,261,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.51473051613645,43.76721268870932
1461,GO-20242076688,2024-09-21 04:00:00,2024,September,21,Saturday,265,D43,Shooting,139,Scarborough Village (139),139,Scarborough Village (139),-79.22032786965296,43.735993488891175
1462,GO-20242129902,2024-09-28 04:00:00,2024,September,28,Saturday,272,D42,Stabbing,129,Agincourt North (129),129,Agincourt North (129),-79.27974172125617,43.81105217729705
1463,GO-20242136604,2024-09-29 04:00:00,2024,September,29,Sunday,273,D43,Stabbing,135,Morningside (135),135,Morningside (135),-79.21134603718201,43.774375401607216
1464,GO-20242140337,2024-09-30 04:00:00,2024,September,30,Monday,274,D12,Shooting,113,Weston (113),113,Weston (113),-79.50423324552794,43.70447355224308
1465,GO-20242147124,2024-09-30 04:00:00,2024,September,30,Monday,274,D32,Shooting,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.44891131390693,43.7175130572693
1466,GO-20242151556,2024-10-01 04:00:00,2024,October,1,Tuesday,275,D11,Stabbing,090,Junction Area (90),090,Junction Area (90),-79.46558622553273,43.66786135570876
1467,GO-20242147234,2024-10-01 04:00:00,2024,October,1,Tuesday,275,D11,Stabbing,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.48838111165692,43.667901648732766
1468,GO-20242183230,2024-10-03 04:00:00,2024,October,3,Thursday,277,D53,Other,103,Lawrence Park South (103),103,Lawrence Park South (103),-79.41736341429109,43.7149728709835
1469,GO-20242164857,2024-10-03 04:00:00,2024,October,3,Thursday,277,D22,Other,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.51581404956458,43.612079812736084
1470,GO-20242200829,2024-10-07 04:00:00,2024,October,7,Monday,281,D12,Shooting,112,Beechborough-Greenbrook (112),112,Beechborough-Greenbrook (112),-79.4832739786703,43.69342468121233
1471,GO-20242325262,2024-10-24 04:00:00,2024,October,24,Thursday,298,D32,Shooting,038,Lansing-Westgate (38),038,Lansing-Westgate (38),-79.41072300442463,43.76072248787784
1472,GO-20242330126,2024-10-25 04:00:00,2024,October,25,Friday,299,D12,Other,112,Beechborough-Greenbrook (112),112,Beechborough-Greenbrook (112),-79.47604378314328,43.69265108060723
1473,GO-20242429334,2024-11-07 05:00:00,2024,November,7,Thursday,312,D43,Stabbing,136,West Hill (136),136,West Hill (136),-79.18943920519887,43.76769079627477
1474,GO-20242480454,2024-11-14 05:00:00,2024,November,14,Thursday,319,D14,Stabbing,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.39801983399197,43.6394678785716
1475,GO-20242529668,2024-11-20 05:00:00,2024,November,20,Wednesday,325,D42,Stabbing,129,Agincourt North (129),129,Agincourt North (129),-79.26245734572379,43.81070057077055
1476,GO-20242525127,2024-11-20 05:00:00,2024,November,20,Wednesday,325,D13,Other,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.44107938149152,43.70223925992143
1477,GO-20242659607,2024-12-08 05:00:00,2024,December,8,Sunday,343,D55,Shooting,069,Blake-Jones (69),069,Blake-Jones (69),-79.3372145061278,43.674460768522664
1478,GO-20242661659,2024-12-09 05:00:00,2024,December,9,Monday,344,D13,Shooting,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.44100735746805,43.71598615777024
1479,GO-20242734667,2024-12-19 05:00:00,2024,December,19,Thursday,354,D43,Shooting,139,Scarborough Village (139),139,Scarborough Village (139),-79.2189016837165,43.74317708571763
1480,GO-20242749902,2024-12-21 05:00:00,2024,December,21,Saturday,356,D13,Stabbing,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),-79.4486308170399,43.67677651698203
1481,GO-20242814403,2024-12-30 05:00:00,2024,December,30,Monday,365,D12,Stabbing,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),-79.46121231232605,43.67718082117809
1482,GO-2025185495,2025-01-26 05:00:00,2025,January,26,Sunday,26,D53,Stabbing,095,Annex (95),095,Annex (95),-79.40268993912223,43.66690400968224
1483,GO-2025259658,2025-02-04 05:00:00,2025,February,4,Tuesday,35,D22,Shooting,158,Islington (158),014,Islington-City Centre West (14),-79.56322007726195,43.65264751494955
1484,GO-2025268343,2025-02-05 05:00:00,2025,February,5,Wednesday,36,D51,Shooting,073,Moss Park (73),073,Moss Park (73),-79.36944905342786,43.65452239362609
1485,GO-2025379660,2025-02-21 05:00:00,2025,February,21,Friday,52,D13,Stabbing,094,Wychwood (94),094,Wychwood (94),-79.43316532640213,43.67071132087026
1486,GO-2025584004,2025-03-20 04:00:00,2025,March,20,Thursday,79,D52,Other,079,University (79),079,University (79),-79.39121294358581,43.66064369974745
1487,GO-2025609460,2025-03-23 04:00:00,2025,March,23,Sunday,82,D52,Shooting,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.38100464321748,43.64175478085846
1488,GO-2025617006,2025-03-24 04:00:00,2025,March,24,Monday,83,D22,Other,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.51581404956458,43.612079812736084
1489,GO-2025633699,2025-03-26 04:00:00,2025,March,26,Wednesday,85,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5933505642914,43.738775373381976
1490,GO-2025784909,2025-04-15 04:00:00,2025,April,15,Tuesday,105,D55,Shooting,068,North Riverdale (68),068,North Riverdale (68),-79.34717418857865,43.67195684065439
1491,GO-2025784909,2025-04-15 04:00:00,2025,April,15,Tuesday,105,D55,Shooting,068,North Riverdale (68),068,North Riverdale (68),-79.34717418857865,43.67195684065439
1492,GO-2025866414,2025-04-27 04:00:00,2025,April,27,Sunday,117,D22,Stabbing,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),-79.49625951260053,43.62772784214708
1493,GO-20251035766,2025-05-19 04:00:00,2025,May,19,Monday,139,D31,Shooting,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),-79.53746133895167,43.72066924577689
1494,GO-20251154114,2025-06-03 04:00:00,2025,June,3,Tuesday,154,D32,Shooting,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.44694002937949,43.722555055588536
1495,GO-20251186586,2025-06-07 04:00:00,2025,June,7,Saturday,158,D12,Shooting,115,Mount Dennis (115),115,Mount Dennis (115),-79.50505237708249,43.68949988096303
1496,GO-20251201148,2025-06-09 04:00:00,2025,June,9,Monday,160,D43,Shooting,139,Scarborough Village (139),139,Scarborough Village (139),-79.2168288932624,43.74671968630657
1497,GO-20251263265,2025-06-17 04:00:00,2025,June,17,Tuesday,168,D55,Stabbing,066,Danforth (66),066,Danforth (66),-79.32117323564978,43.68386041645864
